FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073
PLST,TX,050,00,00,000,03,0000093,0500000US48183,48183,3,7,48,01779801,183,H1,01383877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30980,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708052150,6206460,Gregg,Gregg County,A,,124239,53212,+32.4864014,-094.8162768,06,,,94003,86768,58426,18787,602,1294,39,7620,7235,6968,552,1419,194,21,4413,120,18,12,122,2,1,76,5,12,1,237,84,5,0,27,7,0,96,2,14,0,1,0,1,0,0,0,0,0,0,0,23,0,0,12,0,7,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,4,94003,15040,78963,75969,55477,18665,335,1269,39,184,2994,2878,529,1351,194,14,576,120,18,12,57,2,0,0,5,0,0,109,76,5,0,8,7,0,9,2,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000094,0500000US48185,48185,3,7,48,01779801,185,H1,01383878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2039528342,36609847,Grimes,Grimes County,A,,29268,12029,+30.5432314,-095.9880820,06,,,23045,20920,15136,3144,164,88,11,2377,2125,2078,73,344,33,1,1569,4,6,0,15,3,0,26,4,0,0,43,2,1,2,2,7,0,24,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23045,5011,18034,17400,14091,3100,59,86,4,60,634,617,65,315,33,1,185,4,5,0,2,3,0,0,4,0,0,15,2,1,0,2,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000095,0500000US48187,48187,3,7,48,01779801,187,H1,01383879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41700,1,484,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842136053,9157037,Guadalupe,Guadalupe County,A,,172706,64482,+29.5826714,-097.9489953,06,,,128222,105976,79426,9578,1062,2632,290,12988,22246,21483,675,1875,724,63,17369,105,110,9,260,19,0,147,72,36,19,700,133,21,6,84,40,0,299,47,51,5,1,0,9,0,0,0,0,0,0,4,61,6,1,39,0,4,0,7,0,0,3,0,1,0,0,0,2,1,1,0,0,0,0,0,0,128222,44169,84053,79808,66985,9198,364,2508,252,501,4245,4011,590,1550,661,54,788,90,108,5,74,7,0,0,70,11,3,214,89,17,6,22,32,0,0,42,2,0,1,0,3,0,0,0,0,0,0,0,19,4,1,7,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000096,0500000US48189,48189,3,7,48,01779801,189,H1,01383880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38380,2,352,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2602109423,246678,Hale,Hale County,A,,32522,13396,+34.0684364,-101.8228879,06,,,24143,19885,12990,1191,244,138,26,5296,4258,4174,64,255,26,14,3724,10,3,0,22,0,0,51,0,0,5,79,18,0,0,15,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,24143,13372,10771,10353,8928,1138,86,123,24,54,418,388,52,217,22,9,78,4,3,0,0,0,0,3,0,0,0,25,18,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0
PLST,TX,050,00,00,000,03,0000097,0500000US48191,48191,3,7,48,01779801,191,H1,01383881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2288233615,53366403,Hall,Hall County,A,,2825,1744,+34.4531894,-100.5763434,06,,,2199,2002,1578,148,10,5,0,261,197,187,2,37,2,0,142,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2199,617,1582,1534,1379,141,7,5,0,2,48,44,2,37,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000098,0500000US48193,48193,3,7,48,01779801,193,H1,01383882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2165008742,1238628,Hamilton,Hamilton County,A,,8222,4331,+31.7073424,-098.1117562,06,,,6491,6050,5695,22,45,35,2,251,441,421,6,127,2,1,272,1,5,0,3,0,0,4,0,0,0,17,1,0,3,0,4,0,2,4,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6491,678,5813,5611,5506,22,33,33,2,15,202,193,6,127,2,0,52,1,5,0,0,0,0,0,0,0,0,8,1,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000099,0500000US48195,48195,3,7,48,01779801,195,H1,01383883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382296646,1548341,Hansford,Hansford County,A,,5285,2280,+36.2728469,-101.3569304,06,,,3776,3296,2449,12,31,8,3,793,480,469,9,28,0,1,409,1,0,0,1,0,0,19,0,0,1,9,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,1656,2120,2073,2019,12,16,8,3,15,47,46,9,25,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000100,0500000US48197,48197,3,7,48,01779801,197,H1,01383884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800337387,4548860,Hardeman,Hardeman County,A,,3549,1804,+34.2899036,-099.7456973,06,,,2740,2550,2176,113,17,16,0,228,190,178,15,47,2,0,109,0,0,0,0,0,2,3,0,0,0,12,4,0,0,0,1,0,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,516,2224,2141,1998,107,13,16,0,7,83,76,12,47,2,0,13,0,0,0,0,0,2,0,0,0,0,7,2,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000101,0500000US48199,48199,3,7,48,01779801,199,H1,01383885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13140,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306612364,18037857,Hardin,Hardin County,A,,56231,24003,+30.3296483,-094.3931782,06,,,42632,40463,36908,2297,191,315,29,723,2169,2113,111,791,74,18,1093,12,3,0,5,0,0,6,0,0,0,48,18,0,0,3,6,0,16,0,0,0,0,0,0,0,4,0,0,0,0,1,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,42632,2150,40482,39134,36260,2284,151,312,29,98,1348,1324,110,742,74,18,363,12,2,0,3,0,0,0,0,0,0,22,11,0,0,0,6,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000102,0500000US48201,48201,3,7,48,01779801,201,H1,01383886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26420,1,288,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4421015900,182431712,Harris,Harris County,A,,4731145,1842683,+29.8572730,-095.3930371,06,,,3519584,2961904,1345934,669372,39521,279636,2961,624480,557680,540534,15462,24965,14266,756,450688,3983,2048,612,13256,422,79,10777,974,1680,566,15476,2539,566,49,2199,376,77,7558,397,899,114,91,18,299,61,99,27,6,31,11,59,1481,248,22,899,41,70,0,27,118,0,33,10,3,0,10,0,180,54,105,12,1,7,1,9,9,3519584,1405353,2114231,2035359,1075663,658135,6410,277152,2314,15685,78872,74021,14006,19987,13459,665,13805,3664,1911,572,3938,280,33,134,906,593,68,4331,1914,517,42,558,269,56,133,359,140,9,73,11,114,61,36,14,5,0,0,20,469,202,18,134,33,29,0,27,9,0,3,6,1,0,7,0,50,28,21,0,0,0,1,1,1
PLST,TX,050,00,00,000,03,0000103,0500000US48203,48203,3,7,48,01779801,203,H1,01383887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30980,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331141022,40649337,Harrison,Harrison County,A,,68839,29223,+32.5479914,-094.3744344,06,,,51865,48800,34224,10386,505,374,41,3270,3065,2934,235,861,72,14,1603,39,11,0,34,0,0,56,4,0,5,122,40,0,0,3,10,9,51,0,0,0,0,0,5,3,1,0,0,0,0,0,9,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51865,6012,45853,44291,33128,10328,243,366,28,198,1562,1502,225,815,68,14,309,39,11,0,10,0,0,4,2,0,5,53,29,0,0,0,10,5,1,0,0,0,0,0,4,3,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000104,0500000US48205,48205,3,7,48,01779801,205,H1,01383888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786435508,3023183,Hartley,Hartley County,A,,5382,1930,+35.8402444,-102.6100473,06,,,4222,3858,2929,192,18,21,2,696,364,349,21,33,1,3,287,3,0,0,1,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4222,1219,3003,2918,2700,186,9,21,2,0,85,81,21,33,0,2,22,3,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000105,0500000US48207,48207,3,7,48,01779801,207,H1,01383889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2339103809,18465208,Haskell,Haskell County,A,,5416,3073,+33.1759638,-099.7307740,06,,,4332,4025,3359,170,38,16,5,437,307,302,17,65,3,0,208,0,0,0,1,0,0,5,1,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,997,3335,3224,3005,159,23,16,5,16,111,109,17,55,2,0,33,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000106,0500000US48209,48209,3,7,48,01779801,209,H1,01383890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12420,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753033395,5054128,Hays,Hays County,A,,241067,93534,+30.0612247,-098.0292673,06,,,185523,151445,116579,7881,1674,4182,154,20975,34078,33141,957,2664,1082,107,25071,100,84,8,291,24,2,246,2418,72,15,874,130,28,0,109,61,3,451,40,41,4,0,0,2,5,0,0,0,0,0,0,58,3,0,41,0,5,0,1,5,0,3,0,0,0,0,0,5,0,4,0,1,0,0,0,0,185523,65543,119980,111724,98950,7414,492,4018,120,730,8256,7986,838,2224,1007,89,1100,82,72,8,89,24,2,5,2409,35,2,258,107,22,0,26,52,0,14,32,0,0,0,0,0,5,0,0,0,0,0,0,12,3,0,5,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000107,0500000US48211,48211,3,7,48,01779801,211,H1,01383891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347270019,15205586,Hemphill,Hemphill County,A,,3382,1631,+35.8159564,-100.2792102,06,,,2396,2106,1781,2,15,5,0,303,290,280,2,58,6,1,211,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2396,687,1709,1639,1621,1,9,4,0,4,70,67,2,53,6,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000108,0500000US48213,48213,3,7,48,01779801,213,H1,01383892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11980,2,206,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263082389,193353703,Henderson,Henderson County,A,,82150,40643,+32.2116334,-095.8534183,06,,,64930,60302,52486,3665,518,415,31,3187,4628,4460,271,1407,111,25,2537,15,12,0,23,0,4,38,10,7,0,137,59,0,0,22,3,2,40,0,2,1,0,0,0,8,0,0,0,0,0,0,26,0,5,16,1,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,1,1,64930,7234,57696,55367,50809,3636,337,406,31,148,2329,2243,268,1350,109,25,455,12,10,0,3,0,0,1,10,0,0,74,50,0,0,12,1,2,0,0,0,1,0,0,0,8,0,0,0,0,0,0,11,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000109,0500000US48215,48215,3,7,48,01779801,215,H1,01383893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32580,1,365,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068758841,30739605,Hidalgo,Hidalgo County,A,,870781,294902,+26.3963839,-098.1809900,06,,,608225,358839,210150,3330,4458,7080,115,133706,249386,247495,330,1697,367,19,242791,39,18,5,453,18,0,1421,41,245,51,1751,67,15,0,201,24,4,1252,0,127,15,4,0,30,0,0,2,0,10,0,0,130,5,1,86,2,7,0,0,24,0,5,0,0,0,0,0,8,0,8,0,0,0,0,2,2,608225,549880,58345,56243,45107,2682,483,6828,53,1090,2102,2028,193,751,263,14,645,17,14,5,58,11,0,9,39,9,0,66,15,7,0,3,19,2,12,0,1,3,0,0,2,0,0,2,0,0,0,0,8,5,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000110,0500000US48217,48217,3,7,48,01779801,217,H1,01383894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2483422646,69544723,Hill,Hill County,A,,35874,16178,+31.9826809,-097.1306680,06,,,27486,25045,20841,1546,276,139,15,2228,2441,2362,92,584,33,8,1580,14,0,0,14,0,0,32,3,2,0,78,14,1,0,11,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27486,4990,22496,21558,19682,1528,126,139,15,68,938,916,92,551,28,6,212,14,0,0,10,0,0,0,3,0,0,21,14,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000111,0500000US48219,48219,3,7,48,01779801,219,H1,01383895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30220,2,352,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352723961,446119,Hockley,Hockley County,A,,21537,9173,+33.6059320,-102.3433978,06,,,15937,13421,10528,474,173,43,4,2199,2516,2471,53,220,10,8,2164,1,0,0,1,0,1,12,0,1,0,43,8,0,0,5,0,0,17,7,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15937,7088,8849,8531,7949,439,67,41,4,31,318,305,52,179,10,8,55,0,0,0,0,0,0,0,0,1,0,13,7,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000112,0500000US48221,48221,3,7,48,01779801,221,H1,01383896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24180,2,206,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089582268,41775455,Hood,Hood County,A,,61598,28321,+32.4301490,-097.8316766,06,,,49209,45469,42378,348,393,373,34,1943,3740,3652,136,1064,108,24,2244,9,5,0,17,0,0,35,8,2,0,73,16,0,0,2,3,0,45,4,0,2,1,0,0,0,0,0,0,0,0,0,15,1,0,0,6,0,0,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49209,5137,44072,42418,41276,336,280,366,34,126,1654,1624,129,982,108,22,362,4,5,0,2,0,0,0,8,2,0,24,16,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000113,0500000US48223,48223,3,7,48,01779801,223,H1,01383897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44860,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987636011,65632971,Hopkins,Hopkins County,A,,36787,15671,+33.1489673,-095.5654337,06,,,27871,25867,21542,1826,256,217,4,2022,2004,1926,118,548,37,10,1146,11,4,0,14,6,2,17,8,4,1,74,13,0,0,0,2,9,31,7,11,0,0,0,1,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27871,4077,23794,22874,20634,1814,154,215,4,53,920,887,115,526,37,10,169,11,4,0,2,2,2,0,8,1,0,32,13,0,0,0,2,9,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000114,0500000US48225,48225,3,7,48,01779801,225,H1,01383898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188278907,14435337,Houston,Houston County,A,,22066,10758,+31.3230362,-095.4215995,06,,,17886,17072,11199,4174,104,92,10,1493,814,789,78,205,18,4,423,6,0,0,32,5,0,13,0,5,0,25,0,2,0,0,3,0,7,4,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17886,2207,15679,15272,10917,4158,68,92,8,29,407,400,71,202,18,4,86,6,0,0,5,3,0,0,0,5,0,7,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000115,0500000US48227,48227,3,7,48,01779801,227,H1,01383899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13700,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333039143,8841781,Howard,Howard County,A,,34860,14000,+32.3034298,-101.4387208,06,,,26862,23640,19090,1253,323,309,21,2644,3222,3139,73,350,46,0,2594,8,0,0,33,0,1,24,1,7,2,62,16,0,0,3,0,0,28,5,6,0,0,0,0,0,0,0,0,0,0,4,17,3,0,1,0,4,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,26862,11985,14877,14337,12658,1135,184,298,11,51,540,514,69,312,41,0,80,7,0,0,3,0,1,0,1,0,0,22,16,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000116,0500000US48229,48229,3,7,48,01779801,229,H1,01383900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21340,1,238,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11837605339,2189943,Hudspeth,Hudspeth County,A,,3202,1107,+31.4508678,-105.3775489,06,,,2667,2181,1656,8,31,10,0,476,486,471,1,23,4,0,428,1,0,0,0,0,0,12,0,2,0,13,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2667,1576,1091,1055,1031,4,6,10,0,4,36,30,1,19,4,0,5,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
PLST,TX,050,00,00,000,03,0000117,0500000US48231,48231,3,7,48,01779801,231,H1,01383901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19100,1,206,19124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176666775,107761746,Hunt,Hunt County,A,,99956,40570,+33.1233077,-096.0842298,06,,,76143,68651,55703,6206,966,837,104,4835,7492,7291,358,1825,185,50,4587,74,23,11,47,0,0,87,16,23,5,189,63,7,0,19,16,0,68,5,1,0,0,3,1,1,0,1,2,0,1,1,12,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76143,12378,63765,60600,52762,6116,602,811,99,210,3165,3067,343,1707,183,44,652,74,15,10,15,0,0,3,16,5,0,98,56,7,0,2,15,0,5,5,0,0,0,3,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,TX,050,00,00,000,03,0000118,0500000US48233,48233,3,7,48,01779801,233,H1,01383902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14420,2,108,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2298408153,19507502,Hutchinson,Hutchinson County,A,,20617,10166,+35.8370470,-101.3627461,06,,,15430,13973,11806,343,319,86,2,1417,1457,1408,65,495,23,1,744,8,1,0,3,0,0,53,0,15,0,49,6,0,0,6,3,0,25,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15430,3153,12277,11595,10917,328,234,81,2,33,682,664,65,465,23,0,94,8,0,0,3,0,0,0,0,6,0,18,6,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
